id_article,surtitre,titre,soustitre,id_rubrique,descriptif,chapo,texte,ps,date,statut,id_secteur,maj,export,date_redac,visites,referers,popularite,accepter_forum,date_modif,lang,langue_choisie,id_trad,nom_site,url_site,virtuel,ph,hm,lt,va,re,input_2,input_1,cgps
1115,"",kuu,"",12,"","","{{géé mê tôâ kuu}}
nous verrons le brouillard


","",2024-10-13 02:41:13,publie,1,2024-10-13 02:41:13,oui,0000-00-00 00:00:00,0,0,0,pos,2024-10-13 02:24:43,fr,non,0,"","","",[],"","","",brouillard,"",brouillard,n.c.
1116,"",(-)kuu,"",12,"","","{{cukuu(rè), tokuu(rè)}}
allumer avec un tison


","",2024-10-13 02:41:11,publie,1,2024-10-13 02:41:11,oui,0000-00-00 00:00:00,0,0,0,pos,2024-10-13 02:25:14,fr,non,0,"","","",[],"","","","",kuu-trâ,allumer,suff. verbal
1117,"",(-)kuu,"",12,"","","{{a-kuu}}
qui est moisi


","",2024-10-13 02:41:09,publie,1,2024-10-13 02:41:09,oui,0000-00-00 00:00:00,0,0,0,pos,2024-10-13 02:25:36,fr,non,0,"","","",[],"","","",moisi,"",moisi,suff.adj.
1118,"",kuu(rè),"",12,"","","{{go kuue dé}}
je mâche de la canne à sucre

{{go kuue péla}}
je mange du pain



","",2024-10-13 02:41:07,publie,1,2024-10-13 02:41:07,oui,0000-00-00 00:00:00,0,0,0,pos,2024-10-13 02:26:07,fr,non,0,"","","",[],"","","","","",mâcher,v.t.
1119,"",kuu-dé,"",12,"","","","",2024-10-13 02:41:05,publie,1,2024-10-13 02:41:05,oui,0000-00-00 00:00:00,0,0,0,pos,2024-10-13 02:26:27,fr,non,0,"","","",[],"","","",mâchure,kuu ; dé,mâchures de canne à sucre,n.c.
1120,"",kùù,"",12,"","","sc : Epinephelus tauvina, seranidae

","",2024-10-13 02:41:03,publie,1,2024-10-13 02:41:03,oui,0000-00-00 00:00:00,0,0,0,pos,2024-10-13 02:26:50,fr,non,0,"","","",[],"","","","","",loche mouchetée,n.c.
1121,"",kùù(rè),"",12,"","","","",2024-10-13 02:41:01,publie,1,2024-10-13 02:41:01,oui,0000-00-00 00:00:00,0,0,0,pos,2024-10-13 02:27:21,fr,non,0,"","","",[],"","","kwùù(rè), vù-kwùù(rè)",puiser,"",puiser avec un récipient,v.t.
1122,"",kùù(rè),"",12,"","","{{kùùe taa kokii}}
mettre un chapeau


","",2024-10-13 02:40:59,publie,1,2024-10-13 02:40:59,oui,0000-00-00 00:00:00,0,0,0,pos,2024-10-13 02:27:44,fr,non,0,"","","",[],"","",kwùù(rè),"","",mettre qqch sur la tête (se),v.i.
1123,"",kùù(rè),"",12,"","","{{go kùùé ré}}
je le suis

{{vija k(u)ùù(rè)}}
courir après lui

{{vê kwùù(rè)}}
le suivre

{{pê kùù taa nyî}}
grimper à un cocotier

{{kùù mwâtêtîî kwùù-jo}}
caniveau






","",2024-10-13 02:40:56,publie,1,2024-10-13 02:40:56,oui,0000-00-00 00:00:00,0,0,0,pos,2024-10-13 02:28:45,fr,non,0,"","","",[],"","","kwùù(rè), k(u)ùù(rè)","","",suivre ; suivant (en) ; après,v.t.
1124,"",küü,"",12,"","","{{go ngâ-küü taa loto}}
je possède une voiture

{{go a-küü mwânê}}
tu as mille francs

{{go a-küü}}
j'en ai

{{go ro küü nââmùù(rè)}}
tu dois avoir du respect

{{gu a küü nâânîîduu(rè)}}
tu es orgueilleux






","",2024-10-13 02:40:54,publie,1,2024-10-13 02:40:54,oui,0000-00-00 00:00:00,0,0,0,pos,2024-10-13 02:30:31,fr,non,0,"","","",[],"","","","","",avoir; posséder,v.t.
1125,"",küü,"",12,"","","{{tââ Cécaci rii küü nê}}
le vieux Cécaci était parmi eux

","",2024-10-13 02:40:52,publie,1,2024-10-13 02:40:52,oui,0000-00-00 00:00:00,0,0,0,pos,2024-10-13 02:31:04,fr,non,0,"","","",[],"","","","","","préposition ""parmi""",prép.
1126,"",ngâ-küü-xïï,"",12,"","","","",2024-10-13 02:40:49,publie,1,2024-10-13 02:40:49,oui,0000-00-00 00:00:00,0,0,0,pos,2024-10-13 02:31:26,fr,non,0,"","","",[],"",qui-possède-endroit,"",propriétaire,küü,propriétaire du pays ; ancien du pays,n.c.
1127,"",a-küü-buré,"",12,"","","","",2024-10-13 02:40:47,publie,1,2024-10-13 02:40:47,oui,0000-00-00 00:00:00,0,0,0,pos,2024-10-13 02:31:54,fr,non,0,"","","",[],"",qui-possède-bouton,"",boutonneux,küü,boutonneux,adj.
1128,"",Kû,"",12,"","","","",2024-10-13 02:40:42,publie,1,2024-10-13 02:40:42,oui,0000-00-00 00:00:00,0,0,0,pos,2024-10-13 02:32:04,fr,non,0,"","","",[],"","","","","",toponyme,n.p.
1129,"",kû,"",12,"","","","",2024-10-13 02:40:40,publie,1,2024-10-13 02:40:40,oui,0000-00-00 00:00:00,0,0,0,pos,2024-10-13 02:32:24,fr,non,0,"","","",[],"","","","","",exclamation: «ça sent mauvais ! ça pue !»,interj.
1130,"",(-)kû,"",12,"","","","",2024-10-13 02:40:38,publie,1,2024-10-13 02:40:38,oui,0000-00-00 00:00:00,0,0,0,pos,2024-10-13 02:32:43,fr,non,0,"","","",[],"","","",nez,"wokû, nyêê-kû",nez,suff. nominal
1131,"",kû(rê),"",12,"","","{{nââ kûê trâ}}
bruit d'explosions sourdes

{{nyî kû-rè}}
il ronfle



","",2024-10-13 02:40:34,publie,1,2024-10-13 02:40:34,oui,0000-00-00 00:00:00,0,0,0,pos,2024-10-13 02:33:21,fr,non,0,"","","",[],"","","",ronfler,"'kû, trokûû(rê)",ronfler ; bruit sourd (faire un),v.i.
1132,"",kû(rê),"",12,"","","","",2024-10-13 02:40:32,publie,1,2024-10-13 02:40:32,oui,0000-00-00 00:00:00,0,0,0,pos,2024-10-13 02:33:39,fr,non,0,"","","",[],"","","",labourer,"",labourer,v.t.
1133,"",kûû,"",12,"","","{{ye taa kuu}}
creuser un trou

{{xéé taa kûû}}
creuser un trou en grattant

{{trô kûû}}
boucher un trou




","",2024-10-13 02:40:29,publie,1,2024-10-13 02:40:29,oui,0000-00-00 00:00:00,0,0,0,pos,2024-10-13 02:34:15,fr,non,0,"","","",[],"","","",trou,"",trou,n.c.
1134,"",wè-kûû,"",12,"","","","",2024-10-13 02:40:26,publie,1,2024-12-14 18:23:32,oui,0000-00-00 00:00:00,0,0,0,pos,2024-12-14 18:23:32,fr,non,0,"","","",[],"","","",bord,wè ; kûû,bord du trou,n.c.
1135,"",kûû-jo,"",12,"","","","",2024-10-13 02:40:23,publie,1,2024-12-07 11:17:02,oui,0000-00-00 00:00:00,0,0,0,pos,2024-12-07 11:17:02,fr,non,0,"","","",[],"","","",trou,kûû ; jo,trou d'eau,n.c.
1136,"",kwa-kûû,"",12,"","","","",2024-10-13 02:40:20,publie,1,2024-10-13 02:40:20,oui,0000-00-00 00:00:00,0,0,0,pos,2024-10-13 02:35:08,fr,non,0,"","","",[],"","","",anfractuosité,kwa ; kûû,"anfractuosité, entrée du trou",n.c.
1137,"",kûû(rê),"",12,"","","{{go mê vê mê go kûê}}
je vais aller pour boire


","",2024-10-13 02:40:18,publie,1,2024-10-13 02:40:18,oui,0000-00-00 00:00:00,0,0,0,pos,2024-10-13 02:35:28,fr,non,0,"","","",[],"","","",boire,"",boire,v.t.
1138,"",kûâ,"",12,"","","sc : Coenobita ollivieri

{{kûâ ba to paa to}}
le Bernard-l'hermite reste là


","",2024-10-13 02:40:14,publie,1,2024-11-18 03:22:42,oui,0000-00-00 00:00:00,0,0,0,pos,2024-11-18 03:22:42,fr,non,0,"","","",[],"","","",bernard-l'hermine,"",bernard-l'hermite,n.c.
1139,"",kûâ(rê),"",12,"","","{{kûâ taa yoo}}
chanter une chanson


","",2024-10-13 02:40:11,publie,1,2024-10-13 02:40:11,oui,0000-00-00 00:00:00,0,0,0,pos,2024-10-13 02:36:47,fr,non,0,"","","",[],"","","",chanter,"",chanter,v.i.
1140,"",(-)kûââ,"",12,"","","{{û-kûââ}}
cheveux gris


","",2024-10-13 02:40:08,publie,1,2024-10-13 02:40:08,oui,0000-00-00 00:00:00,0,0,0,pos,2024-10-13 02:37:24,fr,non,0,"","","",[],"","","",gris,"",gris,suff. adj.
1141,"",kûâ-dé,"",12,"","","","",2024-10-13 02:40:06,publie,1,2024-10-13 02:40:06,oui,0000-00-00 00:00:00,0,0,0,pos,2024-10-13 02:37:44,fr,non,0,"","","",[],"",mâchures-canne à sucre,"",mâchures,kûâ ; dé,mâchures de canne à sucre,n.c.
1142,"",kûâ-du,"",12,"","","sc : Birgus latro, Paguriens

","",2024-10-13 02:40:04,publie,1,2024-10-13 02:40:04,oui,0000-00-00 00:00:00,0,0,0,pos,2024-10-13 02:38:05,fr,non,0,"","","",[],"","","",crabe,"",crabe de cocotiers,n.c.
1143,"",kuamè(rè),"",12,"","","","",2024-10-13 02:40:01,publie,1,2024-10-13 02:40:01,oui,0000-00-00 00:00:00,0,0,0,pos,2024-10-13 02:38:27,fr,non,0,"","","",[],"",ku-a-mè(rè),ngu-a-mè(rè),souffler,ku(rè) ; mè(rè),souffler pour éteindre,v.i.
1144,"",kûâ-üü,"",12,"","","","",2024-10-13 02:39:42,publie,1,2024-10-13 02:39:42,oui,0000-00-00 00:00:00,0,0,0,pos,2024-10-13 02:38:47,fr,non,0,"","","",[],"",flotteur-filet,"",flotteurs,kûâ ; üü,flotteurs du filet,n.c.
1145,"",kùboo,"",12,"","","","",2024-10-13 05:22:35,publie,1,2024-10-13 05:22:35,oui,0000-00-00 00:00:00,0,0,0,pos,2024-10-13 04:29:02,fr,non,0,"","","",[],"","",kiboo,panier,"",panier,n.c.
1146,"",kuca(rè),"",12,"","","","",2024-10-13 05:22:37,publie,1,2024-10-13 05:22:37,oui,0000-00-00 00:00:00,0,0,0,pos,2024-10-13 04:29:16,fr,non,0,"","","",[],"","","",flamber,"",flamber,v.t.
1147,"",küü-câmil,"",12,"","","{{taa kuu-câmil}}
une fois cent mille francs


","",2024-10-13 05:22:39,publie,1,2024-10-13 05:22:39,oui,0000-00-00 00:00:00,0,0,0,pos,2024-10-13 04:29:45,fr,non,0,"","","",[],"",posséder-cent mille,"","","",emprunt au français «cent mille» cent mille francs,n.c.
1148,"",kucii(rè),"",12,"","","","",2024-10-13 05:22:41,publie,1,2024-10-13 05:22:41,oui,0000-00-00 00:00:00,0,0,0,pos,2024-10-13 04:30:13,fr,non,0,"","","",[],"",ku-cii,"",dégonfler ,"kuru(rè), picii(rè), cii(rè)",dégonfler (se); fuir,v.i.
1149,"",kucumwa(rè),"",12,"","","","",2024-10-13 05:22:47,publie,1,2024-10-13 05:22:47,oui,0000-00-00 00:00:00,0,0,0,pos,2024-10-13 04:30:26,fr,non,0,"","","",[],"","","",tomber,"",tomber et dévaler,v.i.
1150,"",kuee,"",12,"","","sc : Macaranga vedelliane Müll.- Arg., Euphorbiacées (Crotonoïdées)

","",2024-10-13 05:22:48,publie,1,2024-10-13 05:22:48,oui,0000-00-00 00:00:00,0,0,0,pos,2024-10-13 04:30:42,fr,non,0,"","","",[],"","","","","",arbuste,n.c.
1151,"",kué,"",12,"","","{{caaxïï a kué}}
mince et court


","",2024-10-13 05:22:50,publie,1,2024-10-13 05:22:50,oui,0000-00-00 00:00:00,0,0,0,pos,2024-10-13 04:31:12,fr,non,0,"","","",[],"","","",court,"",court,adj.
1152,"",kué,"",12,"","","{{taa tree kué}}
quelqu'un arrache de l'herbe

{{yoo ba do daa rii kué}}
la marée est montée haut sur le rivage, jusqu'à la végétation

{{a rïï baa kué}}
là-haut en brousse




","",2024-10-13 05:22:52,publie,1,2024-10-13 05:22:52,oui,0000-00-00 00:00:00,0,0,0,pos,2024-10-13 04:32:05,fr,non,0,"","","",[],"","","",brousse;herbe,"",brousse ; herbe,n.c.
1153,"",do-kué,"",12,"","","","",2024-10-13 05:22:54,publie,1,2024-10-13 05:22:54,oui,0000-00-00 00:00:00,0,0,0,pos,2024-10-13 04:32:27,fr,non,0,"","","",[],"",vraie-forêt,kué-ng(o)ee,forêt,kué,forêt,n.c.
1154,"",küü-kué,"",12,"","","","",2024-10-13 05:22:56,publie,1,2024-10-13 05:22:56,oui,0000-00-00 00:00:00,0,0,0,pos,2024-10-13 04:32:48,fr,non,0,"","","",[],"","","",lisière,kué,lisière de forêt,n.c.
1155,"",kué-bwaa,"",12,"","","","",2024-10-13 05:23:00,publie,1,2024-10-13 05:23:00,oui,0000-00-00 00:00:00,0,0,0,pos,2024-10-13 04:33:09,fr,non,0,"","","",[],"",forêt-blanche ,"",clairière,kué,clairière,n.c.
1156,"",jùru-kué,"",12,"","","","",2024-10-13 05:23:01,publie,1,2024-12-04 01:39:15,oui,0000-00-00 00:00:00,0,0,0,pos,2024-12-04 01:39:15,fr,non,0,"","","",[],"","","",touffe,jùru ; kué,touffe d'herbe,n.c.
1157,"",wongîî-kué,"",12,"","","","",2024-10-13 05:23:03,publie,1,2024-10-13 05:23:03,oui,0000-00-00 00:00:00,0,0,0,pos,2024-10-13 04:33:44,fr,non,0,"","","",[],"","","",bordure ,wongîî ; kué,bordure de brousse auprès du champ,n.c.
1158,"",kué,"",12,"","","sc : Mugil macrolepis Smith, Mugilidés Gerres acinaces Bleeker, Gerridés

","",2024-10-13 05:23:05,publie,1,2024-10-13 05:23:05,oui,0000-00-00 00:00:00,0,0,0,pos,2024-10-13 04:34:09,fr,non,0,"","","",[],"","","kûrûmîî, trètrè",loche,"","loche (petite), poisson",n.c.
1159,"",kuitéé(rè),"",12,"","","{{géé iyé kuitéé nê}}
nous les chassons


","",2024-10-13 05:23:07,publie,1,2024-10-13 05:23:07,oui,0000-00-00 00:00:00,0,0,0,pos,2024-10-13 04:34:24,fr,non,0,"","","",[],"","","","","",chasser,v.t.
1160,"",kukwaa,"",12,"","","{{kwêê tââ tôô dö wacici a kukwaa ra}}
tu pleures à propos des porcelaines à mon cou


","",2024-10-13 05:23:10,publie,1,2024-10-13 05:23:10,oui,0000-00-00 00:00:00,0,0,0,pos,2024-10-13 04:34:54,fr,non,0,"","","",[],cou,"","","","","",n.c.
1161,"",Kûûmaa,"",12,"","","","",2024-10-13 05:23:11,publie,1,2024-10-13 05:23:11,oui,0000-00-00 00:00:00,0,0,0,pos,2024-10-13 04:35:09,fr,non,0,"","","",[],"","",Kûûmââ,"","",toponyme,n.p.
1162,"",kuo-kwâné,"",12,"","","","",2024-10-13 05:23:13,publie,1,2024-10-13 05:23:13,oui,0000-00-00 00:00:00,0,0,0,pos,2024-10-13 04:35:23,fr,non,0,"","","",[],"","","",étoile,"",étoile du soir,n.c.
1163,"",kuré,"",12,"","","","",2024-10-13 05:23:15,publie,1,2024-10-13 05:23:15,oui,0000-00-00 00:00:00,0,0,0,pos,2024-10-13 04:35:43,fr,non,0,"","","",[ku??],"","","",brousse;forêt,"",brousse ; forêt,n.c.
1164,"",kuré,"",12,"","","{{kuré bwê}}
bout du rivage


","",2024-10-13 05:23:19,publie,1,2024-10-13 05:23:19,oui,0000-00-00 00:00:00,0,0,0,pos,2024-10-13 04:36:08,fr,non,0,"","","",[ku?è],"","","",fin;extrémité,"",fin ; extrémité,n.c.
1165,"",kuré,"",12,"","","sc : Panulirus penicillatus

","",2024-10-13 05:23:21,publie,1,2024-10-13 05:23:21,oui,0000-00-00 00:00:00,0,0,0,pos,2024-10-13 04:36:40,fr,non,0,"","","",[ku?è],"","","",langouste,"",langouste,n.c.
1166,"",Kuré,"",12,"","","","",2024-10-13 05:23:22,publie,1,2024-10-13 05:23:22,oui,0000-00-00 00:00:00,0,0,0,pos,2024-10-13 04:36:56,fr,non,0,"","","",[ku?è],"","","","","",nom d'un clan à Goro,n.p.
1167,"",kuré-,"",12,"","","{{nê yuu ngê kuré vïï gïï Kônyïï}}
ils accostent avec un bout de parole de Kônyïï


","",2024-10-13 05:23:25,publie,1,2024-10-13 05:23:25,oui,0000-00-00 00:00:00,0,0,0,pos,2024-10-13 04:37:20,fr,non,0,"","","",[ku?è],"","","","","",bout de,n.c.
1168,"",Kuréjuu,"",12,"","","","",2024-10-13 05:23:26,publie,1,2024-10-13 05:23:26,oui,0000-00-00 00:00:00,0,0,0,pos,2024-10-13 04:37:42,fr,non,0,"","","",[],"","","","","",nom d'homme (a cours dans différents clans),n.p.
1169,"",Kurévii,"",12,"","","","",2024-10-13 05:23:28,publie,1,2024-10-13 05:23:28,oui,0000-00-00 00:00:00,0,0,0,pos,2024-10-13 04:37:55,fr,non,0,"","","",[],"","","","","",nom de clan à Touaourou,n.p.
1170,"",kuru(rè),"",12,"","","","",2024-10-13 05:23:30,publie,1,2024-10-13 05:23:30,oui,0000-00-00 00:00:00,0,0,0,pos,2024-10-13 04:38:18,fr,non,0,"","","",[],"","","",fuir;sauver (se),ku(-),fuir ; enfuir (s'); sauver (se),v.i.
1171,"",no-a-kuru(rè),"",12,"","","","",2024-10-13 05:23:56,publie,1,2024-10-13 05:23:56,oui,0000-00-00 00:00:00,0,0,0,pos,2024-10-13 04:38:37,fr,non,0,"","","",[],"","","",chasser,no ; kuru(rè),chasser ; fuite (mettre en),v.t.
1172,"",vè-kuru(rè),"",12,"","","","",2024-10-13 05:23:59,publie,1,2024-10-13 05:23:59,oui,0000-00-00 00:00:00,0,0,0,pos,2024-10-13 04:38:56,fr,non,0,"","","",[],"","","",chasser,kuru(rè),chasser ; fuite (mettre en),v.t.
1173,"",ku-mworo(rè),"",12,"","","","",2024-10-13 05:24:00,publie,1,2024-10-13 05:24:00,oui,0000-00-00 00:00:00,0,0,0,pos,2024-10-13 04:39:16,fr,non,0,"","","",[],"","","",échapper (s'),kuru(rè) ; mworo(rè),échapper (s') sain et sauf,v.t.
1174,"",kurukutè,"",12,"","","","",2024-10-13 05:24:03,publie,1,2024-10-13 05:24:03,oui,0000-00-00 00:00:00,0,0,0,pos,2024-10-13 04:39:37,fr,non,0,"","","",[],"","",kurukutè-trâ,flammèches; étincelles,kuku,flammèches ; étincelles du foyer,n.c.
1175,"",kurukwii-mïï,"",12,"","","","",2024-10-13 05:24:05,publie,1,2024-10-13 05:24:05,oui,0000-00-00 00:00:00,0,0,0,pos,2024-10-13 04:40:01,fr,non,0,"","","",[],"",queue-poisson,kwii-mii,queue,kurukwii ; mïï,queue de poisson,n.c.
1176,"",kûrûmîî,"",12,"","","sc : Mugil cephalus Linné ; désigne aussi M. macrolepis Smith, Mugilidés

","",2024-10-13 05:24:06,publie,1,2024-10-13 05:24:06,oui,0000-00-00 00:00:00,0,0,0,pos,2024-10-13 04:40:25,fr,non,0,"","","",[],"","",kûnuu,poisson,"",poisson «mulet-lunette»,n.c.
1177,"",kûrûmuu(-xè),"",12,"","","{{dru kûrûmuu-xè}}
les deux extrémités de qqch

","",2024-10-13 05:24:08,publie,1,2024-10-13 05:24:08,oui,0000-00-00 00:00:00,0,0,0,pos,2024-10-13 04:40:54,fr,non,0,"","","",[],"","","","","",les extrémités,n.c.d.
1178,"",kûturu,"",12,"","","sc : Greslania sp., Graminées

","",2024-10-13 05:24:10,publie,1,2024-10-13 05:24:10,oui,0000-00-00 00:00:00,0,0,0,pos,2024-10-13 04:41:19,fr,non,0,"","","",[],"","","",roseau,"",plante «roseau de montagne»,n.c.
1179,"",kuu-trâ,"",12,"","","","",2024-10-13 05:24:12,publie,1,2024-10-13 05:24:12,oui,0000-00-00 00:00:00,0,0,0,pos,2024-10-13 04:41:34,fr,non,0,"","","",[],"","",küü-trâ,brandon,"",brandon allumé,n.c.
1180,"",Kutrâânyîî,"",12,"","","","",2024-10-13 05:24:14,publie,1,2024-10-13 05:24:14,oui,0000-00-00 00:00:00,0,0,0,pos,2024-10-13 04:41:53,fr,non,0,"","","",[],"","","","","",toponyme,n.p.
1181,"",kuutri,"",12,"","","sc : Plotosus anguillaris (Bloch), Plotosidés

","",2024-10-13 05:24:16,publie,1,2024-10-13 05:24:16,oui,0000-00-00 00:00:00,0,0,0,pos,2024-10-13 04:42:10,fr,non,0,"","","",[],"","","","","","poisson, poisson-chat, corde.",n.c.
1182,"",kuutro,"",12,"","","sc : Dactulopus dactylopus

","",2024-10-13 05:24:19,publie,1,2024-10-13 05:24:19,oui,0000-00-00 00:00:00,0,0,0,pos,2024-10-13 04:42:28,fr,non,0,"","","",[],"","","","","",poisson «poisson-crapaud»,n.c.
1183,"",kuùù,"",12,"","","sc :  Epinephelus cylindricus Poste, Serranidés

","",2024-10-13 05:24:21,publie,1,2024-10-13 05:24:21,oui,0000-00-00 00:00:00,0,0,0,pos,2024-10-13 04:42:52,fr,non,0,"","","",[],"","","",loche,"","poisson loche, mère loche, loche ronde",n.c.
1184,"",dö-kuùù,"",12,"","","sc : loche à hexagonatus Schneider, Serranidés

","",2024-10-13 05:24:23,publie,1,2024-10-13 05:24:23,oui,0000-00-00 00:00:00,0,0,0,pos,2024-10-13 04:43:14,fr,non,0,"","","",[],"",vraie-loche,"",loche,"","poisson loche, loche rayon de miel, macabit",n.c.
1185,"",kuuu,"",12,"","","","",2024-10-13 05:24:25,publie,1,2024-10-13 05:24:25,oui,0000-00-00 00:00:00,0,0,0,pos,2024-10-13 04:43:26,fr,non,0,"","","",[],"","","",sauterelle,"",sauterelle dévastatrice,n.c.
1186,"",kuu-vè-kââ,"",12,"","","","",2024-10-13 05:24:26,publie,1,2024-10-13 05:24:26,oui,0000-00-00 00:00:00,0,0,0,pos,2024-10-13 04:43:50,fr,non,0,"","","",[],"",sauterelle-?-grande,"",sauterelle,kuuu,grande sauterelle,n.c.
1187,"",küü(-xè),"",12,"","","","",2024-10-13 05:24:28,publie,1,2024-10-13 05:24:28,oui,0000-00-00 00:00:00,0,0,0,pos,2024-10-13 04:44:07,fr,non,0,"","","",[],"","","",origine ; base,"",origine ; base,n.c.d.
1188,"",küü-ngwè,"",12,"","","","",2024-10-13 05:24:30,publie,1,2024-10-13 05:24:30,oui,0000-00-00 00:00:00,0,0,0,pos,2024-10-13 04:44:25,fr,non,0,"","","",[],"",pied-montagne,"","",küü(-xè),pied de la montagne,n.c.
1189,"",küü-caa-bwèdéé,"",12,"","","
","",2024-10-13 05:24:32,publie,1,2024-11-18 10:48:00,oui,0000-00-00 00:00:00,0,0,0,pos,2024-11-18 10:48:00,fr,non,0,"","","",[],"",pied-?-rivière,"","",küü(-xè),bas de la cascade,n.c.
1190,"",küü-ng(o)ee,"",12,"","","","",2024-10-13 05:24:36,publie,1,2024-10-13 05:24:36,oui,0000-00-00 00:00:00,0,0,0,pos,2024-10-13 04:45:46,fr,non,0,"","","",[],"",pied-arbre,"",tronc,küü(-xè),tronc,n.c.
1191,"",küü-kwa,"",12,"","","","",2024-10-13 05:24:38,publie,1,2024-10-13 05:24:38,oui,0000-00-00 00:00:00,0,0,0,pos,2024-10-13 04:45:59,fr,non,0,"","","",[],"","","",horizon,küü(-xè),horizon,n.c.
1192,"",küü-kwié,"",12,"","","","",2024-10-13 05:24:40,publie,1,2024-10-13 05:24:40,oui,0000-00-00 00:00:00,0,0,0,pos,2024-10-13 04:46:25,fr,non,0,"","","",[],"",origine du vent,"",étoile,küü(-xè),"étoile filante, «origine du vent»",n.c.
1193,"",küü-xïï,"",12,"","","","",2024-10-13 05:24:43,publie,1,2024-10-13 05:24:43,oui,0000-00-00 00:00:00,0,0,0,pos,2024-10-13 04:46:43,fr,non,0,"","","",[],"","","",aube,küü(-xè),aube ; origine du pays,n.c.
1194,"",küü-kué,"",12,"","","","",2024-10-13 05:24:45,publie,1,2024-10-13 05:24:45,oui,0000-00-00 00:00:00,0,0,0,pos,2024-10-13 04:47:01,fr,non,0,"","","",[],"","","",lisière,küü(-xè),lisière de forêt,n.c.
1195,"",küü-vè ,"",12,"","","","",2024-10-13 05:24:47,publie,1,2024-10-13 05:24:47,oui,0000-00-00 00:00:00,0,0,0,pos,2024-10-13 04:47:19,fr,non,0,"","","",[],"","","",hanche;fesse,küü(-xè),hanche ; fesse,n.c.
1196,"",küü-nié,"",12,"","","","",2024-10-13 05:24:53,publie,1,2024-10-13 05:24:53,oui,0000-00-00 00:00:00,0,0,0,pos,2024-10-13 04:47:35,fr,non,0,"","","",[],"","","",colonne,küü(-xè),"bas du dos, de la colonne vertébrale",n.c.
1197,"",küü-mê,"",12,"","","","",2024-10-13 05:24:54,publie,1,2024-10-13 05:24:54,oui,0000-00-00 00:00:00,0,0,0,pos,2024-10-13 04:47:58,fr,non,0,"","","",[],"","","",épaule,küü(-xè),épaule,n.c.
1198,"",küü-xïï,"",12,"","","{{vawèrè-kêê küü-xïï}}
anciens; originaires du pays ; maîtres de la terre

{{nyié ngâ-küü-xïï }} 
ancien du pays, le «terrien» (a autorité pour parler)


","",2024-10-13 05:24:56,publie,1,2024-10-13 05:24:56,oui,0000-00-00 00:00:00,0,0,0,pos,2024-10-13 04:49:38,fr,non,0,"","","",[],"","","","origine, aube",küü(-xè),origine du pays ; aube,n.c.
1199,"",kwa,"",12,"","","","",2024-10-13 05:24:58,publie,1,2024-10-13 05:24:58,oui,0000-00-00 00:00:00,0,0,0,pos,2024-10-13 04:50:14,fr,non,0,"","","",[],"","","",ciel,"",ciel,n.c.
1200,"",kwa,"",12,"","","sc : hernandia nymphaeifolia 

","",2024-10-13 05:25:00,publie,1,2024-12-05 22:47:11,oui,0000-00-00 00:00:00,0,0,0,pos,2024-12-05 22:47:11,fr,non,0,"","","",[],"","","","","",arbre « bois bleu du bord de mer »,n.c.
1201,"",küü-kwa,"",12,"","","","",2024-10-13 05:25:01,publie,1,2024-10-13 05:25:01,oui,0000-00-00 00:00:00,0,0,0,pos,2024-10-13 04:50:54,fr,non,0,"","","",[],"",origine-ciel,"",horizon,küü(-xè),horizon,n.c.
1202,"",kwa,"",12,"","","i-tii noxùù kwa
regarder dans le jumelles


","",2024-10-13 05:25:03,publie,1,2024-10-13 05:25:03,oui,0000-00-00 00:00:00,0,0,0,pos,2024-10-13 04:51:21,fr,non,0,"","","",[],1,"","",jumelle,"",paire de jumelles,n.c.
1203,"",kwa,"",12,"","","{{vè-carè kwa}}
pendre (se)

{{vè-noé kwa}}
pendre (se)



","",2024-10-13 05:25:05,publie,1,2024-10-13 05:25:05,oui,0000-00-00 00:00:00,0,0,0,pos,2024-10-13 04:51:55,fr,non,0,"","","",[],2,"","",bouche;cou,"",bouche ; cou ; gosier,n.c.
1204,"",wo-kwa,"",12,"","","","",2024-10-13 05:25:08,publie,1,2024-10-13 05:25:08,oui,0000-00-00 00:00:00,0,0,0,pos,2024-10-13 05:00:39,fr,non,0,"","","",[],"",dedans-bouche,"","","",dedans de la bouche,n.c.
1205,"",mee-kwa,"",12,"","","","",2024-10-13 05:25:15,publie,1,2024-10-13 05:25:15,oui,0000-00-00 00:00:00,0,0,0,pos,2024-10-13 05:01:04,fr,non,0,"","","",[],"","",kukwa,bouche; cou ,küü(-xè),bouche sèche (avoir la),n.c.
1206,"",kwa,"",12,"","","","",2024-10-13 05:25:17,publie,1,2024-10-13 05:25:17,oui,0000-00-00 00:00:00,0,0,0,pos,2024-10-13 05:01:27,fr,non,0,"","","",[],3,"","","","",fêlé ; fissure ; écartement ; passage,adj.
1207,"",Kwadrara,"",12,"","","","",2024-10-13 05:25:19,publie,1,2024-10-13 05:25:19,oui,0000-00-00 00:00:00,0,0,0,pos,2024-10-13 05:01:59,fr,non,0,"","","",[],3,"",Koodrara,"","",toponyme,n.p.
1208,"",koo-kwa-dra ,"",12,"","","","",2024-10-13 05:25:20,publie,1,2024-10-13 05:25:20,oui,0000-00-00 00:00:00,0,0,0,pos,2024-10-13 05:02:17,fr,non,0,"","","",[],"",endroit-fissure-terre,"",crevasse,kwa,crevasse,n.c.
